Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S3751,Ahmed,Smith,student2751@university.com,Male,24,CS,58.96,70.41,53.67,66.72,85.68,31.1,74.75,66.535,D,15.4,No,No,None,High,8,4.9
S3752,Omar,Johnson,student2752@university.com,Male,24,Mathematics,54.11,59.1,78.62,84.32,67.23,88.4,51.72,67.827,D,22.9,No,No,High School,Low,1,5.2
S3753,Emma,Jones,student2753@university.com,Male,19,Business,66.42,55.4,95.34,62.33,79.33,40.3,95.49,80.08949999999999,B,27.4,No,Yes,Master's,Low,8,8.5
S3754,Liam,Davis,student2754@university.com,Female,23,Mathematics,71.22,41.26,69.79,71.99,99.63,69.5,97.61,77.156,C,14.5,No,Yes,PhD,Medium,1,5.8
S3755,Omar,Johnson,student2755@university.com,Male,18,Business,77.13,56.38,84.02,98.19,65.08,8.7,78.13,74.5725,C,30.0,Yes,Yes,High School,Low,6,8.6
S3756,Ali,Brown,student2756@university.com,Male,22,Engineering,68.62,66.95,98.27,81.29,96.53,20.0,72.13,79.0955,C,8.5,No,Yes,High School,High,2,7.8
S3757,Maria,Davis,student2757@university.com,Female,24,Mathematics,89.5,51.88,81.42,97.45,66.03,76.10000000000001,67.98,73.5565,C,14.7,Yes,No,Master's,Low,9,7.7
S3758,Sara,Johnson,student2758@university.com,Male,22,Mathematics,51.97,45.24,46.15,86.12,77.01,1.2,63.4,58.02250000000001,F,26.9,Yes,No,PhD,Low,10,8.0
S3759,Omar,Smith,student2759@university.com,Female,23,Mathematics,71.59,83.06,54.67,86.23,73.0,96.9,78.73,74.825,C,21.2,No,Yes,None,Low,10,4.5
S3760,Emma,Smith,student2760@university.com,Female,18,Engineering,69.11,93.68,75.71,79.59,89.16,19.1,56.4,71.709,C,25.3,No,Yes,High School,High,10,8.1
S3761,Ali,Jones,student2761@university.com,Female,21,CS,82.38,96.21,56.53,57.11,53.05,90.1,95.96,75.7285,C,27.7,Yes,Yes,None,Medium,3,5.3
S3762,John,Williams,student2762@university.com,Female,22,Mathematics,98.31,77.08,97.45,75.99,81.36,51.6,58.8,75.679,C,17.7,Yes,Yes,Bachelor's,Medium,4,8.9
S3763,Ali,Davis,student2763@university.com,Male,21,Business,75.52,43.17,64.32,62.63,88.03,56.5,87.28,69.762,D,10.9,No,Yes,High School,Low,10,8.2
S3764,Ali,Brown,student2764@university.com,Male,22,CS,99.34,84.45,67.43,99.93,73.61,8.4,65.34,71.89750000000001,C,22.3,No,No,PhD,Low,5,9.0
S3765,Maria,Brown,student2765@university.com,Female,21,CS,65.11,46.61,82.1,63.35,55.26,36.5,61.3,62.760000000000005,D,19.1,Yes,Yes,Bachelor's,High,3,8.7
S3766,Sara,Williams,student2766@university.com,Female,24,CS,51.54,80.18,71.45,61.53,62.24,15.6,77.89,69.49000000000001,D,24.3,No,Yes,Bachelor's,High,7,5.8
S3767,John,Smith,student2767@university.com,Male,22,Mathematics,58.28,86.76,62.93,81.19,83.98,52.6,88.26,78.43100000000001,C,17.8,Yes,No,High School,High,2,8.7
S3768,Ahmed,Smith,student2768@university.com,Female,21,Engineering,69.76,83.55,44.6,75.55,94.77,55.1,86.34,73.149,C,25.3,No,No,High School,Low,7,5.7
S3769,Ahmed,Johnson,student2769@university.com,Female,23,Engineering,65.82,97.11,75.79,51.07,71.08,71.0,61.69,70.33949999999999,C,27.6,No,Yes,Bachelor's,Medium,5,7.3
S3770,Omar,Jones,student2770@university.com,Female,19,Mathematics,54.85,84.29,92.05,56.48,78.02,87.8,66.53,76.279,C,23.7,Yes,No,High School,Medium,9,8.1
S3771,Ali,Davis,student2771@university.com,Male,21,Business,71.63,81.59,81.15,90.55,61.42,46.8,93.44,82.6225,B,23.6,Yes,No,PhD,Low,2,5.9
S3772,Liam,Jones,student2772@university.com,Female,19,Business,66.91,55.7,62.89,74.18,70.61,23.3,86.16,69.27850000000001,D,19.7,Yes,No,PhD,Low,9,5.0
S3773,Maria,Jones,student2773@university.com,Male,19,Business,56.13,95.49,47.66,57.3,66.84,33.4,85.63,68.8765,D,16.8,Yes,Yes,Bachelor's,High,9,8.5
S3774,Liam,Johnson,student2774@university.com,Male,18,Mathematics,64.81,50.77,88.98,73.26,82.78,84.7,63.45,72.39750000000001,C,29.3,Yes,No,High School,Medium,8,4.5
S3775,Maria,Jones,student2775@university.com,Male,24,Engineering,94.32,94.29,96.5,62.66,99.23,14.6,89.6,85.2005,B,21.1,Yes,Yes,Bachelor's,Medium,5,5.8
S3776,Ahmed,Williams,student2776@university.com,Female,23,Mathematics,65.1,58.76,63.3,61.18,90.67,62.7,67.92,66.394,D,26.0,No,No,PhD,Low,3,6.7
S3777,Omar,Johnson,student2777@university.com,Female,19,Engineering,85.7,47.81,83.72,97.89,59.61,1.3,70.07,69.832,D,17.6,No,Yes,High School,Low,10,8.0
S3778,Omar,Williams,student2778@university.com,Male,20,CS,80.6,89.6,64.65,68.1,78.88,24.6,64.38,68.24949999999998,D,18.9,No,Yes,PhD,Low,1,8.3
S3779,Omar,Johnson,student2779@university.com,Male,24,Mathematics,71.36,40.15,70.14,52.32,53.32,59.1,56.07,56.51349999999999,F,21.6,No,No,High School,High,10,6.6
S3780,John,Jones,student2780@university.com,Male,19,Engineering,61.95,89.93,90.19,98.52,62.35,45.6,71.02,80.636,B,23.2,Yes,No,Master's,Medium,3,6.9
S3781,Sara,Williams,student2781@university.com,Female,21,CS,68.45,55.74,45.01,89.74,58.61,49.400000000000006,50.85,56.6605,F,16.2,Yes,No,PhD,Medium,6,8.3
S3782,John,Williams,student2782@university.com,Female,19,CS,79.61,93.08,71.82,62.72,66.78,66.10000000000001,72.8,73.148,C,13.9,Yes,Yes,None,Low,4,6.3
S3783,Emma,Williams,student2783@university.com,Male,21,Mathematics,67.54,81.49,52.88,70.44,83.94,23.5,86.25,71.45349999999999,C,11.0,Yes,Yes,High School,High,6,6.8
S3784,Emma,Johnson,student2784@university.com,Male,21,Engineering,60.74,79.97,60.39,93.11,74.97,28.1,98.04,79.3735,C,15.6,No,No,Master's,Medium,4,4.1
S3785,Liam,Brown,student2785@university.com,Female,20,CS,55.82,61.92,78.67,67.87,96.65,68.4,53.93,68.4,D,10.3,No,No,Master's,Low,9,8.8
S3786,Sara,Jones,student2786@university.com,Male,19,Mathematics,93.99,43.56,41.63,78.37,60.64,53.8,64.06,56.669,F,15.4,No,No,Master's,Low,8,6.8
S3787,Ahmed,Williams,student2787@university.com,Female,19,CS,72.02,89.8,75.63,76.74,68.21,1.5,74.71,73.19749999999999,C,26.9,No,Yes,PhD,Low,10,7.6
S3788,Sara,Davis,student2788@university.com,Female,22,Business,81.26,50.25,57.01,70.06,66.49,67.0,58.52,59.854,F,29.4,Yes,Yes,None,Medium,6,5.2
S3789,Maria,Brown,student2789@university.com,Male,24,Mathematics,74.52,62.34,80.17,81.98,61.8,62.0,55.84,67.7225,D,19.4,No,No,Master's,High,10,7.3
S3790,Emma,Davis,student2790@university.com,Male,22,CS,93.63,76.02,48.49,73.66,99.66,7.9,72.62,66.7215,D,8.7,Yes,Yes,Bachelor's,High,8,6.3
S3791,Ali,Jones,student2791@university.com,Female,18,Mathematics,77.35,68.94,84.15,51.06,69.36,74.80000000000001,79.04,73.4255,C,15.7,No,No,High School,Low,7,4.6
S3792,Ali,Jones,student2792@university.com,Female,21,Mathematics,74.04,51.92,78.74,90.72,97.03,52.2,91.01,80.697,B,20.1,No,No,High School,High,5,8.2
S3793,Ahmed,Williams,student2793@university.com,Female,20,Engineering,96.23,48.44,98.27,55.66,69.52,20.5,99.89,78.1265,C,14.3,Yes,Yes,None,High,9,8.2
S3794,Maria,Williams,student2794@university.com,Female,22,Engineering,85.98,47.39,94.67,73.2,60.2,55.9,88.71,77.184,C,10.1,No,No,None,Low,4,4.3
S3795,Liam,Johnson,student2795@university.com,Female,19,CS,55.58,91.78,57.0,79.0,55.96,59.5,61.07,66.75899999999999,D,10.7,Yes,No,PhD,Medium,4,6.0
S3796,John,Brown,student2796@university.com,Male,18,Mathematics,58.89,41.89,41.64,85.28,92.78,92.0,87.4,69.5835,D,16.8,No,No,Bachelor's,High,10,5.4
S3797,Maria,Brown,student2797@university.com,Female,20,Mathematics,89.36,98.62,79.32,70.54,51.6,74.2,76.86,77.132,C,10.4,Yes,No,High School,Medium,9,6.6
S3798,Ali,Williams,student2798@university.com,Female,23,Business,91.79,51.91,76.17,86.78,98.22,30.2,72.54,72.94,C,11.2,No,No,Master's,High,4,6.4
S3799,Ali,Jones,student2799@university.com,Female,19,Mathematics,77.26,46.62,41.65,56.57,70.91,11.8,96.79,62.609,D,26.8,Yes,Yes,Master's,Low,4,7.3
S3800,Liam,Williams,student2800@university.com,Male,19,Engineering,77.72,74.62,47.36,82.67,62.37,85.3,85.1,71.4655,C,24.5,No,No,High School,Medium,8,5.2
S3801,Emma,Jones,student2801@university.com,Male,23,Mathematics,81.6,44.8,75.08,91.32,80.87,84.60000000000001,84.08,76.729,C,6.4,No,No,Bachelor's,Medium,6,5.1
S3802,Maria,Jones,student2802@university.com,Female,21,Engineering,71.96,76.15,94.71,94.47,56.65,17.5,50.59,70.9875,C,13.0,Yes,Yes,Bachelor's,High,7,7.6
S3803,Maria,Williams,student2803@university.com,Female,21,Business,84.01,91.04,94.39,78.98,53.61,6.2,93.25,82.7465,B,18.3,No,No,Master's,Medium,4,8.9
S3804,Ali,Smith,student2804@university.com,Male,22,CS,55.42,42.87,49.09,65.64,91.39,71.2,89.67,68.149,D,6.5,Yes,Yes,High School,High,1,8.7
S3805,John,Brown,student2805@university.com,Male,22,Engineering,98.06,87.99,63.07,58.17,71.23,72.30000000000001,64.95,67.9145,D,22.1,No,No,Master's,Medium,4,8.0
S3806,Ahmed,Davis,student2806@university.com,Male,19,CS,87.51,63.67,42.59,67.28,75.91,17.7,64.61,58.149,F,14.6,Yes,Yes,PhD,High,4,4.3
S3807,Omar,Jones,student2807@university.com,Male,24,CS,81.56,49.57,68.16,77.0,58.83,66.8,52.67,61.049499999999995,D,14.9,Yes,Yes,High School,High,2,5.2
S3808,Ahmed,Jones,student2808@university.com,Female,19,CS,65.82,50.57,85.19,59.82,53.07,27.9,52.54,60.32,D,11.6,No,Yes,Bachelor's,Low,8,7.4
S3809,Maria,Smith,student2809@university.com,Male,22,CS,58.05,95.13,87.4,97.63,68.39,26.1,83.43,83.937,B,13.3,No,No,Master's,Low,5,5.5
S3810,Ahmed,Davis,student2810@university.com,Female,23,Engineering,70.47,46.64,69.94,94.86,75.31,32.5,59.31,65.65899999999999,D,26.5,No,Yes,None,High,9,6.0
S3811,Ali,Johnson,student2811@university.com,Female,22,Business,83.08,92.01,45.75,51.65,88.27,52.0,96.18,73.2675,C,24.7,No,Yes,None,High,5,8.8
S3812,Ali,Smith,student2812@university.com,Male,19,Mathematics,81.69,72.65,62.88,78.1,75.05,80.39999999999999,92.12,77.4935,C,28.4,No,Yes,PhD,High,4,4.4
S3813,Liam,Davis,student2813@university.com,Male,20,Engineering,69.13,42.34,95.93,89.47,89.13,49.900000000000006,67.44,75.394,C,22.5,Yes,Yes,None,Low,3,8.3
S3814,Maria,Smith,student2814@university.com,Male,19,Business,80.66,67.87,53.78,62.27,55.77,29.8,69.0,60.733000000000004,D,19.4,No,Yes,PhD,Low,10,4.3
S3815,Liam,Jones,student2815@university.com,Male,20,Mathematics,90.69,89.05,59.19,76.19,53.2,88.4,66.36,69.2315,D,11.5,No,No,PhD,Medium,10,5.7
S3816,Maria,Brown,student2816@university.com,Female,20,CS,51.31,83.57,84.81,70.3,57.94,5.5,54.62,66.738,D,21.7,Yes,Yes,Bachelor's,High,1,6.8
S3817,Omar,Smith,student2817@university.com,Female,19,Mathematics,72.53,69.33,84.01,59.83,88.6,79.7,51.57,68.6925,D,27.7,Yes,No,Bachelor's,Medium,7,5.8
S3818,Omar,Johnson,student2818@university.com,Female,24,Mathematics,87.93,91.6,94.73,80.74,87.97,78.4,72.61,84.0335,B,6.7,No,Yes,High School,Low,9,8.8
S3819,Emma,Williams,student2819@university.com,Male,24,Business,77.31,47.22,63.29,99.68,57.07,25.4,97.15,73.9795,C,16.1,Yes,Yes,Master's,High,2,6.5
S3820,Maria,Davis,student2820@university.com,Female,18,Mathematics,82.57,94.6,70.88,68.26,51.55,19.8,95.86,77.052,C,8.7,Yes,No,None,Medium,4,7.7
S3821,John,Smith,student2821@university.com,Male,22,CS,75.83,90.79,68.04,77.62,84.26,87.5,90.49,82.21950000000001,B,25.3,Yes,No,Master's,Medium,8,7.5
S3822,Ahmed,Smith,student2822@university.com,Female,24,Engineering,99.59,82.5,95.67,66.39,92.76,55.9,81.43,82.751,B,20.4,No,No,Master's,High,9,8.2
S3823,Maria,Johnson,student2823@university.com,Male,21,Engineering,52.73,89.07,86.16,93.85,87.71,4.6000000000000005,92.81,85.82199999999999,B,27.0,No,No,PhD,Medium,9,8.3
S3824,Sara,Brown,student2824@university.com,Female,19,Business,74.55,72.63,89.89,93.23,60.14,89.1,75.75,80.5455,B,6.6,No,No,None,Medium,6,6.3
S3825,Emma,Smith,student2825@university.com,Female,20,CS,54.57,80.51,47.99,58.94,79.19,34.900000000000006,59.01,60.282,D,27.6,No,No,Bachelor's,Low,2,8.3
S3826,Sara,Smith,student2826@university.com,Male,19,CS,57.99,73.64,87.51,95.0,87.87,34.2,84.21,82.93350000000001,B,6.7,Yes,Yes,Master's,Low,1,7.3
S3827,Ali,Brown,student2827@university.com,Female,22,Mathematics,69.15,61.33,65.98,57.58,62.79,64.3,96.03,72.6345,C,12.2,Yes,No,PhD,Medium,4,7.4
S3828,Omar,Johnson,student2828@university.com,Female,23,Business,57.78,74.13,41.4,54.77,76.39,66.10000000000001,50.98,55.922999999999995,F,8.9,Yes,No,Bachelor's,Medium,6,4.9
S3829,Ahmed,Davis,student2829@university.com,Male,24,CS,98.18,55.45,43.61,82.65,65.72,35.3,62.57,58.725500000000004,F,8.6,Yes,No,PhD,High,2,5.2
S3830,Maria,Davis,student2830@university.com,Male,24,CS,97.34,66.42,80.67,69.3,61.28,14.3,63.27,66.3495,D,9.3,No,Yes,Master's,Low,6,7.4
S3831,Sara,Smith,student2831@university.com,Male,24,CS,66.81,56.85,62.32,76.54,98.48,55.2,54.95,64.6815,D,17.0,No,No,Master's,High,1,5.3
S3832,Ahmed,Brown,student2832@university.com,Male,20,Engineering,81.99,47.37,92.09,82.63,95.63,62.5,61.27,73.5915,C,24.6,Yes,Yes,Master's,High,6,6.5
S3833,Ali,Smith,student2833@university.com,Male,21,Engineering,76.69,59.31,84.06,52.64,72.28,86.0,69.2,70.0955,C,27.5,Yes,Yes,None,Low,5,6.4
S3834,Omar,Williams,student2834@university.com,Female,21,Engineering,90.78,91.12,41.3,64.65,56.84,48.4,96.99,70.8915,C,19.2,No,No,None,Medium,2,5.2
S3835,John,Davis,student2835@university.com,Male,24,Mathematics,81.37,62.86,81.21,73.05,86.4,64.6,93.01,80.46199999999999,B,8.9,Yes,No,Master's,Medium,4,6.8
S3836,Emma,Jones,student2836@university.com,Female,21,Mathematics,50.01,84.88,51.54,63.33,62.79,5.4,97.3,70.8555,C,7.0,Yes,No,None,High,9,6.8
S3837,Ahmed,Williams,student2837@university.com,Female,23,Mathematics,88.16,50.51,65.35,52.45,58.43,89.5,56.03,58.908500000000004,F,17.4,Yes,Yes,PhD,High,2,4.6
S3838,Ahmed,Smith,student2838@university.com,Male,24,CS,87.34,65.47,77.48,54.33,69.08,32.7,51.4,61.303,D,24.1,Yes,No,PhD,Medium,5,5.9
S3839,John,Johnson,student2839@university.com,Female,18,Engineering,75.49,46.89,92.36,90.09,76.49,63.2,55.49,71.09299999999999,C,20.5,Yes,No,High School,High,3,5.8
S3840,Ahmed,Davis,student2840@university.com,Female,20,CS,95.15,48.32,67.37,95.57,54.87,91.6,95.71,77.20599999999999,C,19.6,No,Yes,Bachelor's,Medium,2,6.8
S3841,Ali,Jones,student2841@university.com,Male,23,CS,95.42,77.05,88.51,57.61,78.59,81.1,57.87,71.6015,C,6.2,No,Yes,PhD,Low,10,7.7
S3842,Ali,Williams,student2842@university.com,Female,20,Business,76.2,76.45,86.98,62.46,50.77,63.8,78.63,74.4375,C,15.3,No,No,Bachelor's,Low,8,4.1
S3843,John,Davis,student2843@university.com,Male,24,CS,80.4,52.8,64.87,82.61,94.59,70.4,61.38,67.922,D,18.8,Yes,No,High School,Medium,10,4.7
S3844,Emma,Brown,student2844@university.com,Male,23,Mathematics,99.83,68.47,70.06,97.71,96.04,92.1,51.03,71.96,C,20.0,No,Yes,High School,High,9,5.5
S3845,Maria,Johnson,student2845@university.com,Male,24,Engineering,64.94,91.8,82.03,64.98,86.65,81.19999999999999,54.23,73.0185,C,5.1,Yes,Yes,Bachelor's,Low,6,8.1
S3846,Sara,Williams,student2846@university.com,Female,23,Engineering,66.23,50.45,41.87,92.76,73.33,61.0,85.49,67.97899999999998,D,10.0,Yes,No,Master's,Medium,5,6.4
S3847,Maria,Brown,student2847@university.com,Female,24,CS,59.14,41.15,93.45,75.3,62.74,65.9,59.12,68.13499999999999,D,28.7,No,Yes,Bachelor's,Medium,7,6.6
S3848,Ahmed,Smith,student2848@university.com,Female,18,Mathematics,94.79,79.12,86.19,97.83,87.21,14.7,61.46,75.98400000000001,C,17.7,Yes,Yes,PhD,High,3,6.0
S3849,Sara,Brown,student2849@university.com,Female,20,Mathematics,87.22,43.21,54.96,56.81,96.59,47.0,68.86,61.41,D,22.6,No,Yes,Bachelor's,High,6,6.1
S3850,Liam,Williams,student2850@university.com,Male,23,Mathematics,55.28,98.8,98.87,98.68,57.93,30.1,82.86,86.4955,B,12.7,No,No,PhD,High,7,8.9
S3851,John,Williams,student2851@university.com,Female,18,Engineering,99.09,76.58,50.76,72.05,73.29,43.2,73.47,66.5145,D,19.6,Yes,No,PhD,Low,1,8.5
S3852,John,Smith,student2852@university.com,Male,19,Mathematics,86.55,68.22,94.85,97.65,65.76,66.2,97.23,87.648,B,13.9,No,No,PhD,Low,4,7.6
S3853,Emma,Brown,student2853@university.com,Female,24,Mathematics,92.53,65.8,59.47,72.93,67.84,14.9,71.71,64.719,D,12.4,No,No,Master's,Low,7,5.6
S3854,Sara,Brown,student2854@university.com,Female,22,CS,52.41,74.38,85.79,76.5,70.29,1.7000000000000002,59.96,69.1815,D,15.3,Yes,No,Master's,Medium,10,6.6
S3855,Ali,Smith,student2855@university.com,Female,23,Business,75.25,45.44,67.38,90.24,97.59,39.7,76.81,71.984,C,16.5,Yes,No,High School,Medium,6,7.4
S3856,Sara,Brown,student2856@university.com,Female,21,Mathematics,84.93,95.8,84.19,86.13,62.93,32.2,72.54,78.002,C,13.3,Yes,Yes,None,Medium,10,6.0
S3857,Ahmed,Davis,student2857@university.com,Female,18,CS,77.15,77.54,49.35,80.98,74.63,42.0,89.36,72.4865,C,11.4,No,No,Master's,Low,2,6.6
S3858,Ali,Smith,student2858@university.com,Male,18,CS,83.33,51.04,56.17,70.85,97.57,93.1,96.76,75.76599999999999,C,20.6,No,Yes,Master's,Medium,8,4.7
S3859,Omar,Johnson,student2859@university.com,Female,23,Mathematics,90.89,73.75,45.99,89.62,73.8,70.7,91.81,74.46100000000001,C,14.5,No,Yes,High School,Medium,7,4.5
S3860,Omar,Williams,student2860@university.com,Female,18,Business,68.72,48.0,91.91,97.41,93.18,32.7,69.45,76.577,C,10.0,No,No,High School,Low,2,4.8
S3861,Liam,Johnson,student2861@university.com,Female,19,Engineering,92.43,41.05,57.78,50.49,52.94,17.9,60.81,52.608000000000004,F,24.0,Yes,Yes,High School,Medium,9,7.8
S3862,Omar,Davis,student2862@university.com,Female,18,Business,58.15,77.83,81.67,79.39,97.65,61.8,95.72,85.5715,B,23.1,Yes,Yes,Bachelor's,Low,6,4.9
S3863,John,Davis,student2863@university.com,Male,22,Mathematics,63.54,78.91,89.21,93.3,59.38,65.8,69.3,78.15199999999999,C,27.2,No,Yes,PhD,Medium,2,8.6
S3864,Sara,Jones,student2864@university.com,Female,22,Business,52.17,75.02,94.09,82.66,99.0,48.4,88.51,86.0475,B,18.9,No,Yes,Master's,High,5,5.8
S3865,Omar,Jones,student2865@university.com,Male,24,CS,68.22,51.01,46.38,90.04,58.78,21.3,99.48,69.5395,D,12.0,Yes,No,PhD,Low,1,4.8
S3866,Maria,Jones,student2866@university.com,Female,24,CS,69.0,76.21,93.58,94.75,72.22,2.9,78.87,80.06700000000001,B,26.6,No,Yes,None,Medium,2,8.1
S3867,Emma,Smith,student2867@university.com,Male,21,Business,90.26,43.39,51.84,87.55,65.43,26.6,73.99,62.67099999999999,D,12.0,Yes,No,High School,Medium,9,6.3
S3868,Maria,Brown,student2868@university.com,Male,19,Engineering,82.66,76.55,84.21,85.85,71.66,45.7,84.99,80.36049999999999,B,21.4,Yes,Yes,None,High,10,5.9
S3869,Omar,Davis,student2869@university.com,Male,22,Business,71.84,73.24,83.73,98.24,62.53,78.8,59.7,74.7575,C,9.8,Yes,No,High School,High,1,5.6
S3870,Liam,Johnson,student2870@university.com,Male,23,Mathematics,82.61,79.32,40.51,93.18,98.27,85.39999999999999,74.41,72.42249999999999,C,20.7,No,No,High School,Medium,4,5.7
S3871,Emma,Johnson,student2871@university.com,Male,20,Engineering,52.64,93.73,53.24,90.77,65.29,41.3,65.62,69.265,D,26.0,Yes,No,None,High,9,7.3
S3872,Ahmed,Johnson,student2872@university.com,Female,20,Business,59.01,91.02,69.51,54.32,82.66,79.6,58.21,68.88749999999999,D,18.5,No,No,PhD,High,4,6.7
S3873,Maria,Johnson,student2873@university.com,Male,20,Business,81.35,98.84,65.2,61.95,56.87,99.3,80.51,75.2235,C,16.8,Yes,Yes,None,High,10,6.3
S3874,Liam,Jones,student2874@university.com,Female,24,Engineering,82.07,98.57,95.11,77.84,91.22,71.7,78.79,86.583,B,29.8,No,Yes,Bachelor's,High,1,6.2
S3875,Sara,Johnson,student2875@university.com,Male,23,Business,88.71,86.34,61.58,85.48,77.13,72.9,88.06,78.944,C,5.6,Yes,Yes,Master's,Medium,5,4.7
S3876,Sara,Brown,student2876@university.com,Male,18,Mathematics,70.15,97.39,96.22,65.16,98.97,91.0,93.65,90.9795,A,13.3,No,Yes,Master's,High,6,8.1
S3877,Maria,Jones,student2877@university.com,Female,23,CS,86.13,92.04,67.57,54.67,71.17,33.8,61.02,66.012,D,28.0,No,Yes,PhD,High,1,8.6
S3878,Omar,Johnson,student2878@university.com,Male,18,Mathematics,84.2,83.65,97.86,65.55,59.77,1.1,88.99,79.574,C,21.1,Yes,Yes,PhD,Low,8,8.0
S3879,Liam,Smith,student2879@university.com,Male,20,Business,98.17,44.52,84.24,88.55,67.3,98.7,68.37,73.1965,C,18.6,Yes,No,PhD,High,1,6.3
S3880,Sara,Williams,student2880@university.com,Male,21,CS,60.76,42.94,89.76,93.87,86.85,49.0,81.44,78.52850000000001,C,20.9,Yes,No,None,Medium,6,8.9
S3881,Ahmed,Williams,student2881@university.com,Male,21,Engineering,77.58,90.26,46.29,95.65,82.96,78.60000000000001,92.51,79.438,C,13.0,Yes,Yes,None,Low,9,7.1
S3882,Ali,Williams,student2882@university.com,Female,18,Mathematics,80.09,69.38,75.17,68.94,88.92,81.19999999999999,62.81,71.33550000000001,C,6.8,Yes,Yes,None,High,3,7.9
S3883,Omar,Jones,student2883@university.com,Male,20,Engineering,99.93,88.88,48.56,68.63,53.67,39.8,80.05,67.1385,D,11.9,No,Yes,High School,Low,5,7.7
S3884,Liam,Johnson,student2884@university.com,Male,23,CS,60.06,58.78,57.86,70.34,79.02,54.1,74.02,66.646,D,13.4,No,No,None,Low,1,7.5
S3885,Ahmed,Davis,student2885@university.com,Female,21,Business,76.16,63.86,77.41,68.79,96.61,54.0,89.53,78.47,C,17.0,No,Yes,Master's,Medium,1,7.2
S3886,Liam,Davis,student2886@university.com,Female,18,CS,67.31,82.01,83.57,83.31,55.4,22.0,84.86,77.7885,C,14.8,No,Yes,Master's,Medium,2,5.1
S3887,Emma,Davis,student2887@university.com,Male,23,CS,76.29,94.92,42.35,67.92,54.72,11.8,88.48,67.6195,D,18.0,Yes,Yes,High School,High,6,5.5
S3888,Ahmed,Jones,student2888@university.com,Male,20,Engineering,61.61,45.27,71.86,51.02,85.83,54.400000000000006,64.4,63.0315,D,9.9,Yes,Yes,None,Low,7,8.4
S3889,Omar,Brown,student2889@university.com,Female,19,Mathematics,52.38,91.69,73.92,71.95,65.76,12.0,85.22,75.768,C,9.6,Yes,Yes,None,Low,5,4.9
S3890,Emma,Smith,student2890@university.com,Male,20,CS,78.63,87.58,44.73,61.21,82.93,34.6,80.29,67.61099999999999,D,13.8,Yes,Yes,Bachelor's,Low,1,4.8
S3891,Omar,Smith,student2891@university.com,Female,24,Business,66.79,58.93,70.04,51.44,77.27,18.6,72.83,64.5715,D,16.8,Yes,Yes,Bachelor's,Medium,1,5.4
S3892,Sara,Williams,student2892@university.com,Male,20,CS,59.1,61.31,82.83,73.54,99.3,70.7,68.92,75.07600000000001,C,13.5,No,No,Master's,Medium,1,5.8
S3893,Ali,Williams,student2893@university.com,Female,23,Engineering,66.2,42.79,43.19,60.3,94.45,87.2,66.58,60.040000000000006,D,19.4,Yes,Yes,PhD,Medium,3,6.8
S3894,Omar,Davis,student2894@university.com,Female,23,Mathematics,52.46,40.94,85.62,72.64,83.9,57.8,50.48,64.866,D,12.8,No,No,Master's,Medium,4,7.0
S3895,Omar,Davis,student2895@university.com,Female,22,Business,97.52,68.62,74.59,63.89,63.08,41.0,58.48,64.42599999999999,D,9.4,No,Yes,High School,High,8,8.0
S3896,Sara,Williams,student2896@university.com,Male,22,Engineering,79.06,45.73,89.99,80.19,63.1,99.7,52.95,68.5655,D,26.6,Yes,Yes,None,High,9,4.4
S3897,John,Johnson,student2897@university.com,Male,23,CS,90.74,51.64,53.08,99.54,94.11,2.1,92.42,73.189,C,10.0,Yes,No,Bachelor's,Low,5,5.0
S3898,Sara,Brown,student2898@university.com,Male,23,CS,71.16,90.81,90.0,77.36,79.27,30.4,93.0,85.07249999999999,B,29.2,No,No,Master's,High,4,6.5
S3899,Emma,Brown,student2899@university.com,Male,19,Mathematics,95.17,74.26,45.67,82.34,89.46,27.9,92.31,72.9415,C,29.7,No,Yes,High School,Low,10,5.3
S3900,Sara,Brown,student2900@university.com,Female,19,Engineering,74.17,78.02,64.23,95.96,72.49,35.6,90.9,78.4535,C,22.4,No,No,PhD,Low,9,8.4
S3901,Sara,Brown,student2901@university.com,Female,20,Engineering,78.7,51.25,51.97,68.7,55.15,23.1,61.07,55.976,F,17.6,Yes,No,Master's,Medium,6,7.2
S3902,Ali,Williams,student2902@university.com,Female,24,Mathematics,74.59,89.72,92.56,58.33,66.63,26.4,74.59,75.7075,C,24.9,Yes,Yes,None,Medium,3,6.5
S3903,Sara,Smith,student2903@university.com,Male,21,Business,86.66,92.08,82.3,64.14,58.06,25.8,95.39,79.721,C,26.8,Yes,No,None,High,7,4.0
S3904,Liam,Williams,student2904@university.com,Male,24,Engineering,78.33,71.4,41.52,70.14,89.09,50.6,87.99,69.447,D,22.7,No,No,Bachelor's,High,9,8.3
S3905,Omar,Brown,student2905@university.com,Male,19,Mathematics,63.58,94.75,40.57,82.25,85.03,39.1,50.09,62.1775,D,7.6,No,Yes,High School,High,10,6.3
S3906,Liam,Williams,student2906@university.com,Female,20,Engineering,57.28,90.69,57.47,50.23,54.42,63.9,72.97,66.0335,D,5.1,No,Yes,PhD,Low,2,6.7
